"","X","year","schoolcode","Candidates_2013","Passed_2013","Average_Marks_2013","Change_Average_Marks_2013","Band_2013","Rank_2013","Candidates_2014","Passed_2014","Average_Marks_2014","Change_Average_Marks_2014","Band_2014","Rank_2014","Candidates_2012","Passed_2012","Average_Marks_2012","Average_Marks_2011","Change_Average_2012","","Band_2011","Rank_2012","Rank_2011","Candidates_2011","Passed_2011","Schoolname","Identifier","Schoolproject_description","Schoolprojects_Students_Total","Schoolprojects_Boys","Schoolprojects_Girls","Schoolproject_happened","Project_2013","Project_2014","Bonanza_sum","Bonanza_2012","Bonanza_2013","Bonanza_2014","WS1","WS2","WS3","WS4","WS5","WS6","WS7","WS8","WS9","WS10","WS11","WS12","WS13","WS19","WS20","WS21","WS22","WS23","WS24","WS25","WS26","WS27","WS28","WS29","WS30","WS31","WS32","SUM.WORKSHOPS","WS.2010","WS.2011","WS.2012","WS.2013","WS.2014","WS.2015","student_sex_binary","Region","english_grade_numeric","science_grade_numeric","kiswahili_grade_numeric","maarifa_grade_numeric","hisabati_grade_numeric","average_grade_numeric"
"391",391,2013,"P0504148",46,22,101.11,34.84,7,7184,NA,NA,NA,NA,NA,NA,44,4,66.27,145.11,-78.84,8,5,12985,1588,35,35,"NSHUNGA  ","KARAGWENSHUNGA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,3,3,3,3,3
"392",392,2013,"P0504076",63,36,113.02,15.78,6,4266,70,33,98.77,-7.33,7,9567,55,23,97.24,130.15,-32.91,7,6,3550,3316,27,21,"NYABIKURUNGO  ","KARAGWENYABIKURUNGO",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,3,3,3,4,3
"393",393,2013,"P0504077",59,37,104.68,9.93,7,6223,33,25,117.61,29.33,6,4756,63,20,94.75,119.29,-24.54,7,6,4048,5243,59,49,"NYABISHENGE  ","KARAGWENYABISHENGE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,3,3,3,3,3
"394",394,2013,"P0504078",69,47,106.1,16.84,6,5874,46,46,140.8,34.67,5,1766,87,31,89.26,124.36,-35.1,7,6,5358,4245,111,95,"NYABWEGILA  ","KARAGWENYABWEGILA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,3,4,3
"395",395,2013,"P0504079",60,18,88.28,12.62,7,11134,107,42,95.1,0.95,7,10651,38,8,75.66,97.9,-22.24,8,7,9882,10021,39,20,"NYABWEZIGA  ","KARAGWENYABWEZIGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",4,3,2,3,3,3
"396",396,2013,"P0504080",78,44,106.13,3.47,6,5863,34,18,97.62,-8.11,7,9933,70,35,102.66,113.61,-10.95,7,6,2599,6441,84,61,"NYAISHOZI  ","KARAGWENYAISHOZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,3,3,3
"397",397,2013,"P0504081",94,44,94.15,5.42,7,9300,61,23,97.39,10.98,7,9998,59,15,88.73,121.59,-32.86,7,6,5479,4770,64,50,"NYAKABANGA  ","KARAGWENYAKABANGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,1,1,"Kagera",3,3,3,3,4,3
"398",398,2013,"P0504138",38,33,127.45,19.05,6,2042,NA,NA,NA,NA,NA,NA,25,17,108.4,130.5,-22.1,6,5,1900,3263,24,22,"NYAKABWERA  ","KARAGWENYAKABWERA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,2,3,3,2,3
"399",399,2013,"P0504183",30,18,105.73,17.68,6,5960,NA,NA,NA,NA,NA,NA,40,11,88.05,124.33,-36.28,7,6,5663,4248,27,26,"NYAKAGONGO  ","KARAGWENYAKAGONGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,"Kagera",3,3,2,3,3,3
"400",400,2013,"P0504082",153,49,86.41,1.61,7,11672,80,80,171.25,36.65,4,483,113,29,84.8,109.77,-24.97,7,6,6647,7324,108,71,"NYAKAGOYAGOYE  ","KARAGWENYAKAGOYAGOYE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,4,4,5,4
"401",401,2013,"P0504083",105,102,134.6,13.14,5,1483,49,29,102.76,-9.02,7,8417,138,111,121.46,141.7,-20.24,6,5,994,1912,129,126,"NYAKAHANGA  ","KARAGWENYAKAHANGA",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",3,3,3,3,3,3
"402",402,2013,"P0504160",40,24,111.78,32.52,6,4531,NA,NA,NA,NA,NA,NA,42,4,79.26,124.68,-45.42,8,6,8572,4179,37,31,"NYAKAHITA  ","KARAGWENYAKAHITA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,3,3,3,4,4
"403",403,2013,"P0504084",67,39,105.1,15.57,7,6113,78,41,99.28,-5.82,7,9427,70,24,89.53,134.57,-45.04,7,5,5293,2697,74,68,"NYAKAIGA  ","KARAGWENYAKAIGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,"Kagera",3,3,2,3,3,3
"404",404,2013,"P0504116",66,30,97.67,0.69,7,8210,NA,NA,NA,NA,NA,NA,42,19,96.98,146.63,-49.65,7,5,3596,1476,38,38,"NYAKAKIKA  ","KARAGWENYAKAKIKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",3,3,3,3,3,3
"405",405,2013,"P0504085",21,15,102.71,26.53,7,6743,39,36,123.08,25.41,6,3750,56,9,76.18,96.84,-20.66,8,7,9673,10276,32,12,"NYAKAKONI  ","KARAGWENYAKAKONI",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,4,3,3,3,3
"406",406,2013,"P0504086",75,30,93.91,-2.57,7,9380,38,37,147.84,53.93,5,1281,82,33,96.48,147.83,-51.35,7,5,3692,1388,35,34,"NYAKASANA  ","KARAGWENYAKASANA",NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"407",407,2013,"P0504088",50,21,99.68,7.01,7,7601,64,4,73.97,-4.46,8,15102,55,22,92.67,122.22,-29.55,7,6,4530,4655,46,36,"NYAKASHENYI  ","KARAGWENYAKASHENYI",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,3,3,3,4,3
"408",408,2013,"P0504173",48,41,129.19,1.84,6,1893,NA,NA,NA,NA,NA,NA,48,43,127.35,146.19,-18.84,6,5,788,1509,27,24,"NYAKASHOZI  ","KARAGWENYAKASHOZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",2,2,2,3,3,2
"409",409,2013,"P0504198",49,10,78.43,-5.92,8,13620,NA,NA,NA,NA,NA,NA,51,14,84.35,131.81,-47.46,7,5,6789,3081,26,23,"NYAKASHWA  ","KARAGWENYAKASHWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"Kagera",3,3,3,3,3,3
"410",410,2013,"P0504089",36,27,116.25,16.71,6,3679,49,38,118.59,17.28,6,4551,50,24,99.54,123.08,-23.54,7,6,3113,4496,51,42,"NYAKATERA  ","KARAGWENYAKATERA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,3,4,4
"411",411,2013,"P0504090",68,41,103.96,15.49,7,6402,45,28,106.76,4.44,6,7279,58,17,88.47,126.65,-38.18,7,6,5543,3874,57,52,"NYAKATUNTU  ","KARAGWENYAKATUNTU",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,3,3,3,4,3
"412",412,2013,"P0504087",77,39,101.31,11.08,7,7130,46,37,120.07,-9.12,6,4248,70,21,90.23,122.87,-32.64,7,6,5112,4540,62,46,"NYAKAYANJA  ","KARAGWENYAKAYANJA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,2,2,2,2
"413",413,2013,"P0504092",86,45,105.41,20.15,7,6046,41,41,206.78,14.99,2,48,89,23,85.26,103.62,-18.36,7,7,6493,8747,108,67,"NYAMILIMA  ","KARAGWENYAMILIMA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,3,3,4,4
"414",414,2013,"P0504093",135,81,110.18,46.39,6,4904,44,37,116.52,2.39,6,4994,107,5,63.79,114.53,-50.74,8,6,13651,6254,81,54,"NYAMIYAGA  ","KARAGWENYAMIYAGA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",5,4,3,3,4,4
"415",415,2013,"P0504123",40,36,130.1,32.59,6,1814,NA,NA,NA,NA,NA,NA,51,29,97.51,109.4,-11.89,7,6,3499,7397,5,4,"NYAMWEZA  ","KARAGWENYAMWEZA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",2,1,2,2,2,2
"416",416,2013,"P0504133",41,19,102.32,22.83,7,6838,NA,NA,NA,NA,NA,NA,39,9,79.49,127,-47.51,8,6,8490,3800,33,30,"NYARUGANDO  ","KARAGWENYARUGANDO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",5,4,4,4,4,4
"417",417,2013,"P0504091",89,28,93.43,5.89,7,9522,27,5,77.96,-26.68,8,14573,65,18,87.54,115.39,-27.85,7,6,5796,6049,67,51,"NYARUTUNTU  ","KARAGWENYARUTUNTU",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,4,3,3,4,3
"418",418,2013,"P0504094",76,35,99.8,12.03,7,7553,60,36,104.65,17.14,7,7880,53,12,87.77,120.02,-32.25,7,6,5738,5096,47,37,"NYARUZUMBURA  ","KARAGWENYARUZUMBURA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,3,3,3,4,3
"419",419,2013,"P0504203",75,20,81.96,-4.04,7,12829,NA,NA,NA,NA,NA,NA,44,12,86,NA,NA,7,NA,6273,NA,NA,NA,"NYERERE  ","KARAGWENYERERE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",5,4,4,5,5,4
"420",420,2013,"P0504196",64,5,76.88,10.36,8,13925,NA,NA,NA,NA,NA,NA,56,0,66.52,137.75,-71.23,8,5,12904,2297,32,32,"OMUKACHILI  ","KARAGWEOMUKACHILI",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,3,5,4,4
"421",421,2013,"P0504174",80,41,101.66,23.4,7,7033,NA,NA,NA,NA,NA,NA,103,15,78.26,134.92,-56.66,8,5,8935,2660,65,63,"OMUKAGANDO  ","KARAGWEOMUKAGANDO",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,3,3,4,3
"422",422,2013,"P0504184",22,11,104.64,20.55,7,6236,NA,NA,NA,NA,NA,NA,22,6,84.09,108.56,-24.47,7,6,6879,7596,16,13,"OMUKAKAJINJA  ","KARAGWEOMUKAKAJINJA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,4,3,4,4
"423",423,2013,"P0504135",48,48,191.79,-0.32,3,100,NA,NA,NA,NA,NA,NA,46,46,192.11,192.51,-0.4,3,3,33,100,45,45,"OMUKALIRO  ","KARAGWEOMUKALIRO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,3,3,2
"424",424,2013,"P0504161",32,26,114.13,3.9,6,4047,NA,NA,NA,NA,NA,NA,30,21,110.23,119.46,-9.23,6,6,1708,5214,26,23,"OMUKIMEYA  ","KARAGWEOMUKIMEYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"425",425,2013,"P0504175",43,20,102.4,19.31,7,6819,NA,NA,NA,NA,NA,NA,45,13,83.09,124.3,-41.21,7,6,7205,4263,43,40,"OMUNCHWEKANO  ","KARAGWEOMUNCHWEKANO",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,4,2,3,4,3
"426",426,2013,"P0504095",99,36,87.53,-5.09,7,11351,46,41,131.48,22.11,5,2662,93,33,92.62,114.2,-21.58,7,6,4548,6319,80,60,"OMURULAMA  ","KARAGWEOMURULAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",3,5,4,4,4,4
"427",427,2013,"P0504096",38,23,109.37,21.42,6,5077,48,23,101.6,-14.4,7,8755,58,19,87.95,125.89,-37.94,7,6,5690,3979,54,49,"OMURUSIMBI  ","KARAGWEOMURUSIMBI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,2,4,4,3
"428",428,2013,"P0504204",37,27,116,6.11,6,3727,NA,NA,NA,NA,NA,NA,28,21,109.89,NA,NA,6,NA,1751,NA,NA,NA,"OMURWELE  ","KARAGWEOMURWELE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,4,4,3,4,4
"429",429,2013,"P0504097",79,24,84.13,5.8,7,12297,53,14,87.94,-14.22,7,12527,92,14,78.33,107.68,-29.35,8,6,8912,7810,77,45,"RUBALE  ","KARAGWERUBALE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,5,4,4,4,4
"430",430,2013,"P0504202",57,33,103.44,16.29,7,6531,NA,NA,NA,NA,NA,NA,65,23,87.15,136.72,-49.57,7,5,5898,2434,29,24,"RUBUGA  ","KARAGWERUBUGA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",3,2,2,2,2,2
"431",431,2013,"P0504098",56,11,82.34,5.29,7,12753,59,35,104.64,6.35,7,7884,95,20,77.05,127.92,-50.87,8,6,9396,3661,62,50,"RUGASHA  ","KARAGWERUGASHA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,4,5,4
"432",432,2013,"P0504099",45,22,102.16,-3.69,7,6879,35,12,88.77,-6.78,7,12307,33,18,105.85,120.96,-15.11,6,6,2173,4896,26,21,"RUGERA  ","KARAGWERUGERA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,3,4,3
"433",433,2013,"P0504100",121,56,98.29,22.61,7,8004,40,23,104.03,20.36,7,8057,72,8,75.68,103.17,-27.49,8,7,9870,8860,64,33,"RUGU  ","KARAGWERUGU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,3,3,3,3
"434",434,2013,"P0504101",20,6,95.55,17.75,7,8848,58,35,109.55,14.5,6,6554,45,7,77.8,103.37,-25.57,8,7,9119,8802,46,26,"RUHANYA  ","KARAGWERUHANYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",4,3,3,3,4,3
"435",435,2013,"P0504114",99,26,83.69,2.77,7,12423,NA,NA,NA,NA,NA,NA,37,10,80.92,108.28,-27.36,7,6,7987,7664,43,30,"RUHITA  ","KARAGWERUHITA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,4,3,4,4
"436",436,2013,"P0504149",77,31,94.42,20,7,9213,NA,NA,NA,NA,NA,NA,79,10,74.42,114.18,-39.76,8,6,10304,6325,76,53,"RUKIRI  ","KARAGWERUKIRI",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,3,3,3,4,3
"437",437,2013,"P0504102",65,25,95.05,16,7,9007,37,14,90.57,-7.67,7,11859,57,11,79.05,126.3,-47.25,8,6,8646,3919,76,61,"RUKOLE  ","KARAGWERUKOLE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,2,3,2,3,3
"438",438,2013,"P0504103",93,61,117.26,17.81,6,3483,41,37,136.15,-9.56,5,2180,62,27,99.45,121.11,-21.66,7,6,3126,4866,55,44,"RUKURAIJO  ","KARAGWERUKURAIJO",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",2,2,2,2,2,2
"439",439,2013,"P0504139",38,17,98.24,15.86,7,8023,NA,NA,NA,NA,NA,NA,34,4,82.38,118.97,-36.59,7,6,7466,5312,31,24,"RULALO  ","KARAGWERULALO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,2,4,3,4,3
"440",440,2013,"P0504195",28,7,85.18,8.3,7,12015,NA,NA,NA,NA,NA,NA,33,5,76.88,105.38,-28.5,8,7,9452,8334,26,14,"RULAMA RIMARY ","KARAGWERULAMARIMARY",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,4,3,4,4
"441",441,2013,"P0504178",17,17,145.71,41.55,5,929,NA,NA,NA,NA,NA,NA,38,21,104.16,130.67,-26.51,7,5,2388,3239,30,27,"RUMANYIKA  ","KARAGWERUMANYIKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,"Kagera",3,3,2,2,3,3
"442",442,2013,"P0504104",138,56,93.39,11.29,7,9532,130,38,88.42,-4.97,7,12403,81,13,82.1,99.07,-16.97,7,7,7571,9763,114,51,"RUNYAGA  ","KARAGWERUNYAGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,"Kagera",3,4,3,3,4,3
"443",443,2013,"P0504205",39,17,91.28,6.36,7,10186,NA,NA,NA,NA,NA,NA,36,8,84.92,NA,NA,7,NA,6599,NA,NA,NA,"RUSHE  ","KARAGWERUSHE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,5,4,5,5,4
"444",444,2013,"P0504105",56,43,117.93,15.09,6,3362,48,42,122.69,-8.93,6,3806,56,28,102.84,121.62,-18.78,7,6,2572,4764,47,37,"RUTUNGURU  ","KARAGWERUTUNGURU",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",0,0,0,0,0,0
"445",445,2013,"P0504106",89,82,131.62,47.87,5,1699,19,14,111.21,30.06,6,6144,60,10,83.75,138.59,-54.84,7,5,6983,2218,71,68,"RUZINGA  ","KARAGWERUZINGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"Kagera",3,3,2,3,3,3
"446",446,2013,"P0504124",74,30,93.57,-5.67,7,9476,NA,NA,NA,NA,NA,NA,74,30,99.24,115.29,-16.05,7,6,3158,6075,98,63,"RWABIGAGA  ","KARAGWERWABIGAGA",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,4,5,4,4,4
"447",447,2013,"P0504108",83,56,110.84,0.39,6,4756,44,24,103.77,-6.79,7,8119,29,18,110.45,117.31,-6.86,6,6,1683,5658,48,36,"RWABWERE  ","KARAGWERWABWERE",NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,"Kagera",4,2,2,2,3,3
